att_control,,unatt_control,
X,Y,X,Y
-145.63161201582636,0.08874322878636087,-144.07784136256345,0.06701760940073698
-117.54147633683709,0.09072662127052589,-118.28524851839902,0.06637232759938194
-81.2189033605597,0.09104246973118924,-98.30528621644109,0.0630678055324424
-61.23894105860177,0.0877379476642498,-84.351916317139,0.06927609570547988
-32.888994549066894,0.07494099067737614,-65.72704579802681,0.07639457284042872
2.307731494846223,0.07263835351254067,-50.57141401619995,0.08087418702983584
16.261101394148284,0.07884664368557803,-35.84370595527176,0.10969790623036557
71.01496034913137,0.23062711202431707,-11.58960077433818,0.12990881149280864
98.78415323744676,0.25086858326682415,15.542800862639865,0.11970996281139101
118.45845573876275,0.2649527076364007,28.232776919288824,0.1311246582553619
129.33994464161387,0.24591689449642562,45.84897009628284,0.195625668630814
153.63989879264378,0.26351950279339104,70.40364074784762,0.26540440489734934
199.80981167960059,0.2369644585576255,94.08208663757236,0.2516972609485643
223.9875019103737,0.2615225254291974,107.2764013652804,0.23442068977228353
245.56198950568015,0.3008405644517653,116.84864745538218,0.22319957886871916
253.25952215184495,0.32960315169216675,130.64918745436327,0.23810219226001467
282.1851279525888,0.350724243916521,147.037647098779,0.23911426582214007
329.41975581178133,0.3302654145935575,173.7726909949226,0.2515206575081935
364.47384061539503,0.40274414576576284,187.72606089422473,0.2577289476812309
384.3926709572245,0.4029173529861266,201.98509059416867,0.24654859141775215
414.2556334799368,0.304046596138498,225.00636791251335,0.27022703730747694
432.2742787277758,0.2789858887058705,245.77595136612948,0.288668511946204
441.98407172816644,0.2599398869058739,264.3091239450491,0.30100358301210767
456.1208375078537,0.25571498921700164,285.2926692591145,0.30727300514527345
471.7043930105791,0.2358504983952862,304.34546349912546,0.29004737726909957
497.55811781487193,0.23172748730662784,314.03997350948396,0.27187080779092876
517.3088352663485,0.24146445006707545,328.22258825926735,0.2650376131365791
544.4870858734228,0.22865730442018045,346.96972269863636,0.26520063169692143
569.5359065360253,0.2036577289476813,361.81969467982117,0.2870688923228448
580.356263478748,0.18809964509500943,388.76870043641406,0.2873032315033369
589.8979435887856,0.17861739883509664,407.7450797262645,0.2744247652362921
599.3937747287268,0.17174344954066134,417.45487272665514,0.25537876343629556
614.6716704308104,0.16926760515546213,434.16427516174497,0.2381327582400789
640.5865271952316,0.16166686477950054,452.0912224693915,0.21828864473840626
663.1696921326562,0.1436023705615651,463.8387474740613,0.2166516666949686
702.3960332150315,0.1787260778753249,473.41099356416305,0.20543055579140435
720.292414542614,0.1606208290173039,487.7464382142673,0.18990303791879648
728.7999456604798,0.14330350320093754,500.52811221110903,0.1961011394318125
746.665761007998,0.12693711898656812,517.2222316561666,0.17972456655742164
765.596291327752,0.11666694968500069,523.187692098694,0.17368948360474812
792.6217120345055,0.11255412725636382,532.454278388154,0.1798570191376998
,,545.5416121856373,0.16866647421419978
,,565.475725517499,0.1679702491127376
,,578.165701574148,0.1793849445567085
,,593.367182326071,0.18125626178063836
,,613.4846915383177,0.17012684881726647
,,627.8659851585186,0.15199103397918123
,,635.2171033639559,0.13379408718096764
,,646.0680262867427,0.11649713868464417
,,669.4255293857935,0.1210480734942011
,,691.4585066820628,0.13428314286199472
,,713.84299274907,0.1275212688277948
,,729.2584353614426,0.11722053354616335
,,753.8640493131144,0.11743449540661266
,,777.2521183922295,0.120246565572518
,,791.0985073613067,0.13254088199833602
